store_id,store_name,item_raw,item_text,source_region
942b0d7e-e71e-4d66-817e-aa94ba601a70,델리퀸,"음식점업(치킨)제조업(치킨,식육,계육(식육즉석판매가","음식점업(치킨)제조업(치킨,식육,계육(식육즉석판매가",경기도
977be016-793e-43ce-8163-44d169de45ca,하우즈하우스,도소매(수입(인테리어소품및주방용품))소매업(전자상?,도소매(수입(인테리어소품및주방용품))소매업(전자상?,경기도
6ddcd064-a869-4ac0-9c7a-f69982575ad2,여울,소매업(잡화(농수산물),소매업(잡화(농수산물),경기도
f1a882c4-9c63-463f-9dc1-36b2033f5874,미즈,소매업(외의,소매업(외의,경기도
42ce6509-b342-4f68-a5bf-92b4447d8b1a,성진C&C,"도소매(신발,잡화,의류,화장품) 도매(무역) 소매(이불","도소매(신발,잡화,의류,화장품) 도매(무역) 소매(이불",경기도
e3001867-6780-47d1-8d57-b91d6aa40423,예전기름집,"제조업(기타식용정제및가용유),소매업(고추가루.참기?","제조업(기타식용정제및가용유), 소매업(고추가루.참기?",경기도
21d519e2-77b4-4708-a122-9fd48b4f456a,이린,제조업(가정용및장식용도자기제조업)도매및소매업(종?,제조업(가정용및장식용도자기제조업)도매및소매업(종?,경기도
068a59e8-d384-4097-8243-13801e22d096,기라,"도매업,소매업(의류)서비스업(시각디자인,그래픽디자","도매업, 소매업(의류)서비스업(시각디자인,그래픽디자",경기도
6b5216da-b149-4a26-8bfa-932d73db1fa7,알레르망,"도매및소매업(가구소매업,커튼및침구용품","도매및소매업(가구소매업,커튼및침구용품",경기도
de82beee-7fee-433b-8077-03e259634c82,올리비아로,도소매업(의류,도소매업(의류,경기도
6b65f376-78f1-4e0d-b844-9e392fb7aa6c,금광상회,"도매및소매업(주방용품및가정용유리,요업제품소","도매및소매업(주방용품및가정용유리,요업제품소",경기도
df7e2fbf-db6a-4b7c-a248-024d6cacc08e,원일청과,도소매(과일,도소매(과일,서울특별시
fa9bd0f5-c65c-4626-85c0-ccbd8f7011b7,아크로안경,"소매(안경), 도소매(의류, 잡화), 소매업(전자상거래?","소매(안경), 도소매(의류, 잡화), 소매업(전자상거래?",경기도
94253ae0-cae0-4f24-8957-3b65382d9e82,화림,"제조업(도자기,토산품)도매및소매업(도자기,토산품","제조업(도자기,토산품)도매및소매업(도자기,토산품",경기도
e682b33f-f7c9-4012-b319-4082dd5e3615,수원상회,"도매 및 소매업(농산물,농산물가공,견과류,볶음견과류","도매 및 소매업(농산물,농산물가공,견과류,볶음견과류",경기도
18c83ba1-3bf5-4a8a-8f49-31d2f7f1ab97,농협쌀판매장,"도소매업(수산물도매업,기타산업용농산물및산동?","도소매업(수산물도매업,기타산업용농산물및산동?",경기도
9f44f9e3-9a38-4170-b2f0-265c5620d6b1,신일상사,"도매업(유공압기기부품외)소매(전기부품및스위치,유공","도매업(유공압기기부품외)소매(전기부품및스위치,유공",경기도
0322470a-792f-4da1-a1d1-cd6fafec6337,독립문방앗간,도소매((방앗간),도소매((방앗간),서울특별시
475e81d5-1e2c-4820-aed4-7fd08cfac3ff,영 스토어,"도매및소매업(일용잡화,식자재유통,의약외품,통신?","도매및소매업(일용잡화,식자재유통,의약외품,통신?",경기도
a1b1d3e4-65d8-44d2-af4b-1faf5ac48eca,도음재,"소매업(도자, 요업제품), 소매업(가정욕직물제품 및 ?","소매업(도자, 요업제품), 소매업(가정욕직물제품 및 ?",경기도
d2f349e0-fbd2-46df-a559-612e571c0a54,복덕방앗간,"제조업,소매,부동산(임가공착유및유사처리,떡,담배,임","제조업, 소매, 부동산(임가공착유및유사처리,떡,담배,임",경기도
674d05f1-e85f-4c9d-a86a-ce427c019a92,그릇세상,"소매(생활자기,도자기)제조업,도매(도자기)소매(전?","소매(생활자기,도자기)제조업, 도매(도자기)소매(전?",경기도
